GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Consumer Discretionary,Retailing,Specialty Retail,HOME DEPOT INC,-1,2310,-289,638,-597,287,-193,-155,74,902,-876,1442,507,-565,-206
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",HOMEINNS HOTEL GROUP  -ADR,,,,,1.806,1.417,92.295,110.3,-139.854,32.398,235.311,-94.791,-180.235,81.535,-33.371
Consumer Discretionary,Automobiles & Components,Automobiles,HONDA MOTOR CO LTD  -ADR,-105.472,1440.315,-522.417,1699.146,458.096,-223.11,1945.883,1051.562,-3636.238,4598.855,1922.692,-387.222,-435.27,-361.371,2480.919
Consumer Discretionary,Media,Media,HONG KONG TELE NETWORK  -ADR,24.043,0.495,-22.777,11.982,-19.938,40.048,-50.751,49.761,-14.261,-25.877,45.914,-21.835,215.559,-223.383,-5.501
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,HOOKER FURNITURE CORP,1.086,6.683,-5.61,12.543,-5.629,7.135,15.499,-14.009,-21.272,26.191,-21.372,23.732,-14.013,-2.46,14.781
Consumer Discretionary,Retailing,Specialty Retail,HOT TOPIC INC,11.738,5.286,16.377,-1.253,-6.638,4.425,-5.763,12.481,73.744,27.629,-66.448,-1.701,-5.782,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,HOVNANIAN ENTRPRS INC  -CL A,23.888,-27.104,253.841,-141.769,-50.197,151.475,-156.95,-38.09,831.823,-421.364,-59.512,-116.44,22.492,55.972,-67.306
Consumer Discretionary,Retailing,Internet & Catalog Retail,HSN INC,,,,,,,,-47.147,171.243,92.458,84.338,27.549,-159.716,-25.659,-36.448
Consumer Discretionary,Automobiles & Components,Auto Components,HYDROGEN CORP,-0.026,-0.007,-0.002,0,0.056,1.566,11.374,-6.105,,,,,,,
Consumer Discretionary,Media,Media,I-CABLE COMMUN LTD  -ADR,-7.823,-42.198,-153.531,2.862,11.078,30.552,30.128,7.162,6.14,-20.479,-10.817,-13.948,-6.46,-17.573,
Consumer Discretionary,Retailing,Specialty Retail,IA GLOBAL INC,-0.053,-0.032,0.426,0.232,3.171,4.599,-0.288,-2.139,1.638,2.229,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ICONIX BRAND GROUP INC,-0.277,0.27,1.263,0.895,-1.996,7.325,65.979,-25.505,18.336,128.98,-76.746,49.082,70.955,40.117,-150.77
Consumer Discretionary,Retailing,Internet & Catalog Retail,ICTV BRANDS INC,0.043,-0.043,0.021,0.01,0.064,-0.074,0.364,3.403,-3.397,-0.015,-0.216,-0.102,0.85,0.525,-0.288
Consumer Discretionary,Media,Media,IDNA INC,-41.889,-6.322,-4.249,-1.497,0.095,0.673,-0.596,-0.108,,,,,,,
Consumer Discretionary,Media,Media,IHEARTMEDIA INC,120.114,-42.094,15.342,-46.752,87.142,51.447,31.218,29.148,94.698,1644.148,36.932,-692.244,-3.672,-516.859,-251.127
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ILX RESORTS INC,-0.453,1.03,-1.149,-0.443,3.761,-1.733,1.599,-2.251,-1.187,1.794,,,,,
Consumer Discretionary,Media,Media,IMAGE ENTERTAINMENT INC,-0.926,-0.303,2.369,-2.132,5.799,-5.26,1.262,-0.735,-0.804,-0.342,-0.127,0.035,,,
Consumer Discretionary,Media,Media,IMAX CORP,-3.665,-4.52,10.748,13.481,-18.318,-4.64,0.799,-8.222,10.116,-6.936,10.309,-12.252,3.198,8.21,76.957
Consumer Discretionary,Media,Media,IMPART MEDIA GROUP INC,-0.002,0,0.002,0.013,-0.015,0.004,0.197,-0.095,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",INCA DESIGNS INC,-0.023,,0.001,0,,0,0,-0.068,-0.009,-0.002,,,,,
Consumer Discretionary,Media,Media,INSIGHT COMMUNICATIONS CO,-79.778,164.815,-123.698,-14.678,39.972,-70.362,13.791,,-696.371,-26.572,-9.493,,,,
Consumer Discretionary,Media,Media,INSIGNIA SYSTEMS INC,0.117,1.103,4.262,-1.247,0.931,-3.445,1.074,3.608,3.659,-2.255,4.399,10.006,-2.931,1.492,-14.526
Consumer Discretionary,Media,Media,INTERACTIVE DATA CORP,26.644,79.87,34.721,-21.604,76.269,-60.54,5.081,53.021,-51.308,55.784,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTERACTIVE SYSTEMS WORLDWDE,0.019,3.975,0.637,-0.626,-1.295,2.823,-4.448,-0.923,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTERCONTINENTAL HOTELS -ADR,-4779.158,-48.48,-15.7,98.131,-33.998,433.138,-283.997,-252.006,-23,-42,38,104,13,-61,-79
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",INTERNATIONAL TEXTLE GRP INC,-4.379,-2.302,4.872,-3.188,-0.192,-0.097,25.667,-32.504,-2.953,-20.418,-2.156,0.097,-0.747,0.54,5.686
Consumer Discretionary,Media,Media,INTERPUBLIC GROUP OF COS,-320.764,90.6,-2.2,1072.7,-321.5,525.5,-120.2,59.2,92.3,388,180.5,-373,272.1,-938,23.8
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTERSTATE HOTELS & RESORTS,5.919,-3.061,-31.986,0.396,6.03,-3.552,12.379,-14.214,13.149,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTERVAL LEISURE GROUP,,,,,,,1.114,29.556,53.164,39.737,20.488,15.015,-94.355,-52.7,32.031
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTL GAME TECHNOLOGY,-181.436,119.327,59.46,894.851,-546.507,-18.1,5.7,-33.3,5.1,-119.7,11.7,301.6,-253.7,507,-458.2
Consumer Discretionary,Retailing,Distributors,INTL PACKAGING AND LOGISTICS,0.181,-0.249,-0.042,0.025,-0.085,0,0,-0.38,-0.145,-0.055,0.69,0.441,0.247,-0.195,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",INTL SPEEDWAY CORP  -CL A,12.781,20.412,38.259,114.71,51.805,-30.22,-71.077,-2.365,161.604,-60.348,-74.406,25.912,-31.699,94.448,-13.98
Consumer Discretionary,Retailing,Specialty Retail,IPARTY CORP,-13.671,-2.603,-0.073,0.117,-0.685,-1.058,0.061,-0.689,-0.011,0.001,0.002,0.001,0.001,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,IROBOT CORP,,,,1.606,14.821,56.623,-70.481,21.152,14.117,31.004,36.527,57.925,-39.538,38.634,20.553
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ISLE OF CAPRI CASINOS INC,-91.313,-0.062,4.042,39.956,12.161,-25.55,67.065,-96.324,4.864,-28.585,7.109,19.283,-25.992,1.361,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ITT EDUCATIONAL SERVICES INC,9.168,7.132,61.873,45.732,-33.653,4.346,148.17,-154.677,219.027,-97.467,34.991,65.214,17.349,-27.694,
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",ITUS CORP,-0.454,0.183,-0.462,0.168,-0.021,-0.496,0.775,-0.613,-0.191,0.973,-0.357,-0.32,-0.434,0.558,2.463
Consumer Discretionary,Retailing,Specialty Retail,J CREW GROUP INC,-5.763,-16.729,2.694,30.755,-26.003,37.628,27.625,42.61,14.92,151.677,83.253,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",J. ALEXANDER'S HLDGS  -REDH,0.124,-0.022,9.49,-8.89,5.86,2.071,6.488,-3.363,-8.82,3.108,2.989,-0.685,,6.942,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",JACK IN THE BOX INC,-4.089,-0.508,-0.708,16.742,109.338,-27.992,130.198,-218.204,32.182,5.118,-42.395,0.817,-2.955,1.175,0.934
Consumer Discretionary,Consumer Services,Diversified Consumer Services,JACKSON HEWITT TAX SERVICE,,,-0.769,3.723,107.998,-98.114,-13.457,2.901,-4.288,10.54,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",JACLYN INC,-0.736,-0.249,0.029,-0.029,0.56,0.267,0.039,0.417,-0.68,-0.177,-0.371,0.128,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,JAKKS PACIFIC INC,-28.271,-4.239,43.377,49.769,58.362,63.694,-55.749,56.761,-71.73,85.317,23.509,-21.088,-67.937,-72.25,-45.546
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",JAMBA INC,,,,,,0.977,86.402,-64.363,-2.194,7.935,0.267,-9.417,11.879,0.9,-14.636
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,JARDEN CORP,-14.091,3.073,50.403,68.621,-104.735,216.428,-34.5,17.9,172.3,434.6,-132,112.9,225.8,94.4,36.3
Consumer Discretionary,Retailing,Specialty Retail,JENNIFER CONVERTIBLES INC,-0.523,4.771,4.818,-3.212,-9.467,3.883,5.557,0.734,0.682,-3.448,-0.018,,,,
Consumer Discretionary,Retailing,Specialty Retail,JO-ANN STORES INC,-3.9,3.6,42.1,-45.8,62.2,-61.7,0.5,7,55.2,136.5,-2.3,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",JOE'S JEANS INC,1.179,-0.887,-0.07,7.026,-6.518,0.112,-0.175,0.946,2.134,9.73,-6.785,6.28,0.736,-12.641,0.269
Consumer Discretionary,Automobiles & Components,Auto Components,JOHNSON CONTROLS INC,-0.6,99,-112.6,-125.9,33.4,72.1,122,381,-290,377,-201,-303,8,790,-646
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,JOHNSON OUTDOORS INC  -CL A,7.389,-1.294,84.761,-11.92,-19.338,2.539,-20.422,-12.457,2.559,-13.896,5.421,11.198,14.39,-3.21,15.099
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",JONES GROUP INC,13.5,16,206.8,66.7,-305,-10.1,36.6,231.3,35.5,-4.9,-132.6,38,-89.2,-33.2,
Consumer Discretionary,Retailing,Specialty Retail,JOS A BANK CLOTHIERS INC,2.039,-2.299,7.562,-7.514,0.55,5.919,35.736,39.002,40.793,-101.022,59.126,6.251,-15.942,234.243,
Consumer Discretionary,Media,Media,JOURNAL COMMUNICATIONS INC,1.923,-1.944,-0.456,-0.011,-2.069,0.49,1.059,-1.667,-2.216,-0.671,-1.313,0.362,0.012,-0.517,11.321
Consumer Discretionary,Media,Media,JOURNAL REGISTER CO,3.405,-6.385,-0.077,-0.002,0.02,0.407,1.525,0.284,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",K-SWISS INC  -CL A,14.231,-5.771,6.014,13.862,63.402,52.607,62.765,31.006,-83.812,-67.76,-90.499,-20.463,14.01,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,K12 INC,,,,,,,-10.478,-7.815,70.022,-22.221,32.29,111.348,-48.447,36.828,14.629
Consumer Discretionary,Automobiles & Components,Automobiles,KANDI TECHNOLOGIES GROUP,,,,,,,,0.289,-1.008,0.077,7.536,-5.46,9.841,0.627,13.617
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",KATE SPADE & CO,16.69,80.615,111.889,81.94,92.134,-57.11,-142.882,19.756,-179.97,-5.059,2.342,157.222,-120.534,70.983,53.822
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,KB HOME,4.714,248.252,48.652,-191.866,96.077,-80.206,500.638,539.56,-202.224,36.443,-269.531,-490.356,107.614,6.835,-173.755
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",KENILWORTH SYSTEMS CORP,0.009,0.007,-0.009,-0.003,0,0.424,1.276,0.198,0.056,0,0,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,KID BRANDS INC,12.886,71.078,-55.359,-11.978,-33.436,-19.432,-17.141,10.399,-18.197,-2.135,-0.518,1.381,-2.138,-0.144,
Consumer Discretionary,Retailing,Specialty Retail,KINGFISHER PLC  -ADR,,83.59,-131.255,49.545,132.139,13.9,257.1,-99.475,1151.599,225.726,-800.496,-237.885,-137.947,223.72,-10.518
Consumer Discretionary,Media,Media,KINGS ROAD ENTERTAINMENT,-0.031,-0.027,0.023,-0.029,0.09,0.624,-0.182,-0.404,-0.138,-0.01,,,,,
Consumer Discretionary,Retailing,Specialty Retail,KIRKLAND'S INC,15.21,2.837,-25.507,13.179,0.489,-2.944,10.39,-19.538,30.625,39.967,14.81,-8.099,-15.326,21.253,10.088
Consumer Discretionary,Media,Media,KNOLOGY INC,,17.446,5.839,19.422,-14.493,6.101,-0.606,34.871,10.914,-13.346,3.104,37.746,,,
Consumer Discretionary,Retailing,Multiline Retail,KOHL'S CORP,111.013,-16.899,-16.637,22.663,3.969,10.122,62.331,-8.627,-14,1624,10,-1072,-668,434,436
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",KONA GRILL INC,,,,2.929,-0.009,1.368,-2.532,3.057,-2.514,-0.073,0.151,3.772,1.662,-2.108,30.697
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,KOSS CORP,1.993,-2.983,0.871,0.505,0.554,3.108,0.928,-1.959,-0.865,-1.663,-1.373,0.035,-0.11,0.81,1.04
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",KRISPY KREME DOUGHNUTS INC,3.843,14.878,10.299,-11.174,6.657,-10.706,19.262,-11.507,10.803,-15.323,1.755,22.349,22.013,-10.584,-4.777
Consumer Discretionary,Retailing,Specialty Retail,L BRANDS INC,-253.721,811,767,867,-1969,47,-708,518,155,631,-674,-195,-162,746,162
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LA-Z-BOY INC,9.212,3.206,2.046,1.121,3.823,-13.616,27.632,-36.739,2.257,91.057,6.835,37.108,-21.285,18.576,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LACROSSE FOOTWEAR INC,-2.011,0.26,-0.271,0,7.149,-1.036,6.589,2.683,-1.702,4.056,-13.465,-3.5,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LAKELAND INDUSTRIES INC,0.134,0.976,-0.287,0.971,6.74,-7.653,0.374,1.521,-0.672,2.338,0.981,-0.242,1.026,-2.181,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LAKES ENTERTAINMENT INC,-13.923,32.169,-28.532,11.234,3.377,-18.805,-0.153,-0.511,0.774,-2.419,41.482,-6.676,-6.077,5.417,-2.481
Consumer Discretionary,Media,Media,LAMAR MEDIA CORP,,,,,,,,64.252,-61.909,91.167,-16.741,-55.188,25.034,-25.699,-7.177
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LANDRYS RESTAURANTS INC,3.182,4.921,-17.203,21.333,166.183,-162.178,-7.947,8.332,11.466,20.518,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LAS VEGAS SANDS CORP,,,40.724,46.31,1142.105,-838.052,11.22,389.084,2181.013,1917.253,-1918.335,865.637,-1389.952,1087.648,-94.095
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LAZARE KAPLAN INTERNATIONAL,-6.126,-0.026,-0.625,0.732,9.111,-2.16,-0.291,0.946,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,LEAPFROG ENTERPRISES INC,-6.682,2.942,65.058,-0.983,15.24,-12.137,18.892,26.146,-14.359,-17.489,-42.133,52.384,48.137,48.053,
Consumer Discretionary,Automobiles & Components,Auto Components,LEAR CORP,-8.1,-11.2,4.1,77.6,415.6,-377.3,305.4,98.6,990.8,-38.1,100.1,100.2,-352.1,-264.5,-43.6
Consumer Discretionary,Consumer Services,Diversified Consumer Services,LEARNING TREE INTL INC,83.172,-7.687,-11.647,-10.186,-2.798,-14.177,-12.335,5.331,2.121,-7.54,-9.864,5.844,-14.509,0.799,4.495
Consumer Discretionary,Media,Media,LEE ENTERPRISES INC,18.891,242.742,-257.788,-3.317,-3.054,-0.467,1.095,-8.638,23.459,-15.554,11.517,4.133,-9.635,3.642,-0.858
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LEGGETT & PLATT INC,16.7,149.9,37.8,218.9,47.4,-426.4,67,73.5,-40.7,95.8,-16,-8.2,122.8,-86.4,60.1
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LENNAR CORP,215.71,543.397,-100.115,493.713,157.069,-356.472,-281.024,16.875,408.228,254.016,-63.303,-230.531,147.139,-340.238,311.309
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LENOX GROUP INC,19.736,24.39,-5.594,-20.007,27.449,-32.464,-0.404,2.206,,,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,LEO MOTORS INC,,,,,,,,0.024,-0.006,0.467,-0.428,-0.07,0.43,-0.429,0.215
Consumer Discretionary,Retailing,Specialty Retail,LESLIES POOLMART,0.006,1.516,11.228,-7.974,10.817,-14.595,36.832,20.777,-14.133,51.333,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LEVCOR INTERNATIONAL INC,0.004,-0.005,0.001,-0.027,-0.012,0.018,0.019,-0.023,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LEVI STRAUSS & CO,-75.758,-14.227,-6.353,107.462,156.151,-60.012,39.917,-123.587,54.898,59.992,-1.078,-65.184,201.592,83.124,-191.003
Consumer Discretionary,Automobiles & Components,Auto Components,LEXINGTON PRECISION CORP,0.057,0.124,1.564,-1.564,-0.172,,0.022,0.177,5.328,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LIBBEY INC,-2.636,2.578,-2.177,1.067,3.494,-3.002,38.524,-5.227,-23.235,41.785,21.169,-17.967,8.917,-25,17.836
Consumer Discretionary,Media,Media,LIBERTY GLOBAL PLC,,,0.89,7.161,2518.733,-1326.915,678.3,155,-661.5,1895.6,577.9,-1987.4,387.7,667.6,-1543.4
Consumer Discretionary,Retailing,Internet & Catalog Retail,LIBERTY INTERACTIVE CORP,,,,964,-109,90,1,-389,275,52,205,-506,-148,-101,-173
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LIFE TIME FITNESS INC,,,6.652,9.586,-8.235,-5.531,2.2,-1.526,5.475,-4.547,5.945,-4.74,9.012,-8.165,0.841
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LIFETIME BRANDS INC,-0.238,3.696,-4.959,1.113,0.566,-0.955,-0.636,4.022,-0.694,-2.796,2.669,-0.379,-1.101,3.076,0.121
Consumer Discretionary,Media,Media,LIN MEDIA LLC,-9.867,9.404,126.624,-134.385,5.322,-3.662,1.194,27.702,-19.925,-9.001,0.543,6.409,28.25,-33.782,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,LINCOLN EDUCATIONAL SERVICES,,,,37.886,-7.52,8.812,-43.796,-2.959,11.732,30.842,19.919,-39.471,35.184,-48.822,-0.587
Consumer Discretionary,Media,Media,LIONS GATE ENTERTAINMENT CP,-8.839,0.064,0.799,-0.479,105.75,-65.861,4.519,320.092,-233.114,-47.054,17.177,-22.121,-1.935,-36.671,
Consumer Discretionary,Retailing,Multiline Retail,LIQUIDATION WORLD INC,0.017,0.206,3.117,-0.1,-2.861,-0.602,0.006,0.032,-0.028,0,0,,,,
Consumer Discretionary,Retailing,Specialty Retail,LITHIA MOTORS INC  -CL A,8.425,21.066,-2.882,58.476,-45.144,19.697,-21.966,-4.935,-10.791,1.902,-3.47,11.545,21.988,-19.153,6.212
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LITTLEFIELD CORP,-0.361,-2.548,-0.767,0.096,0.242,0.092,1.931,-0.584,2.46,-0.691,-0.819,-1.264,-1.207,,
Consumer Discretionary,Media,Media,LIVE NATION ENTERTAINMENT,,,,11.463,62.777,224.579,-89.836,25.111,-139.331,37.295,655.803,-48.505,156.802,298.129,82.845
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LJ INTERNATIONAL INC,-2.402,0.632,,1.725,0.506,1.568,1.067,-0.912,8.397,-2.066,1.766,5.601,,,
Consumer Discretionary,Retailing,Distributors,LKQ CORP,,-2.517,-1.003,15.497,-14.47,1.561,0.858,70.21,4.826,29.839,-13.217,-47.442,11.523,90.718,-35.883
Consumer Discretionary,Media,Media,LODGENET INTERACTIVE CORP,2.415,-2.531,-0.421,1.665,22.223,-4.253,2.053,2.774,-14.769,6.211,-8.63,5.638,1.354,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LODGIAN INC,6.358,-6.995,-3.132,0.022,25.337,-17.137,29.091,6.201,-33.935,,,,,,
Consumer Discretionary,Media,Media,LORAL SPACE & COMMUNICATIONS,154.18,-234.096,-94.013,75.708,6.129,128.023,-89.254,128.152,-197.146,50.657,-2.404,31.313,-109.744,-81.444,45.507
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,LOUD TECHNOLOGIES INC,-0.791,-1.743,0.967,-2.305,-0.307,0.018,-0.157,3.278,,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,LOWE'S COMPANIES INC,-35.464,343.181,54,593,-271,-107,-59,-83,-36,387,20,362,-473,-150,75
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LRI HOLDINGS INC,,,,,-0.03,0.22,,,3.248,6.881,39.142,16.387,2.629,1.976,-14.538
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",LUBYS INC,0.393,3.42,-2.515,-0.713,0.34,-0.522,6.926,7.799,-12.948,-3.684,1.418,-1.048,-0.029,0.305,1.26
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LULULEMON ATHLETICA INC,,,,,,1.225,12.152,37.312,4.252,102.776,156.713,93.151,180.742,108.47,-34.17
Consumer Discretionary,Retailing,Specialty Retail,LUMBER LIQUIDATORS HLDGS INC,,,,,,3,-2.066,29.203,1.971,0.536,-0.845,26.845,2.492,16.467,-60.347
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LUXOTTICA GROUP SPA   -ADR,44.674,-131.519,-21.395,187.089,-57.656,136.073,-37.399,-52.904,-20.106,131.324,422.398,277.719,-151.648,-237.132,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LVMH MOET HENNESSY  -ADR,1168.806,220.745,-350.199,74.322,268.052,330.392,-415.706,470.217,-513.611,2230.059,-307.841,50.595,-122.63,1271.802,1049.157
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,M/I HOMES INC,2.89,1.433,-9.035,2.256,-0.423,22.734,-13.569,-10.01,31.012,77.412,-28.722,-21.415,85.705,-16.773,-113.19
Consumer Discretionary,Consumer Services,Diversified Consumer Services,MAC-GRAY CORP,0.149,-1.49,-0.209,0.28,1.195,4.555,0.948,1.331,5.511,2.763,-8.586,0.868,0.447,,
Consumer Discretionary,Retailing,Multiline Retail,MACY'S INC,104,414,80,209,-57,-620,963,-628,723,301,-222,1363,-991,437,-27
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,MAD CATZ INTERACTIVE INC,1.453,0.447,-0.669,0.494,-0.643,0.522,0.743,2.88,-2.34,-0.645,1.489,-1.26,0.299,-1.277,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MADDEN STEVEN LTD,-2.102,14.92,6.534,-3.64,-22.22,21.989,-23.638,10.242,60.142,-20.322,-3.115,36.679,65.947,11.498,-98.825
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MAGNA ENTERTAINMENT CORP,-18.684,7.236,48.469,12.126,-39.166,-9.123,-25.525,-14.898,,,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,MAGNA INTERNATIONAL INC,-12,270,337,407,-9,163,203,1069,-197,-1423,771,-556,197,32,-301
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MAIDENFORM BRANDS INC,,,,-0.242,21.978,7.766,-16.361,1.985,26.861,45.696,-15.938,-5.18,15.706,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MAJESTIC STAR CASINO LLC,-4.026,9.806,-1.377,-2.49,-5.336,15.647,-6.836,3.684,28.534,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MAN SANG INTL (BVI) LTD,,2.161,0.207,2.711,17.742,7.772,-1.041,37.179,-14.168,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MARCUS CORP,-1.436,4.115,0.425,3.59,249.429,-224.53,-22.51,1.422,-6.644,2.336,-5.552,2.44,4.138,-3.378,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,MARINE PRODUCTS CORP,-2.334,3.856,12.327,8.964,20.371,-9.013,16.854,-51.223,1.389,-2.049,6.962,-8.579,0.692,3.466,-1.042
Consumer Discretionary,Retailing,Specialty Retail,MARINEMAX INC,4.286,-2.586,-5.674,6.185,4.568,12.195,-2.158,5.262,-0.111,-4.756,-8.969,2.847,4.231,0.139,4.083
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MARRIOTT INTL INC,-155,483,-614,31,541,-567,-10,141,-198,-19,390,-403,-14,38,-22
Consumer Discretionary,Media,Media,MARTHA STEWART LIVING OMNIMD,-27.324,13.737,63.588,6.726,-60.919,-84.398,8.279,2.008,19.668,-24.82,-2.18,15.249,-18.528,1.959,-10.445
Consumer Discretionary,Media,Media,MARVEL ENTERTAINMENT INC,-42.011,-1.212,32.099,-21.128,172.228,5.053,7.718,-1.792,75.182,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,MATTEL INC,-14.965,384.215,650.434,-114.357,4.154,-159.101,207.818,-304.404,-283.454,499.303,164.126,87.99,-33.402,-296.495,-67.566
Consumer Discretionary,Retailing,Specialty Retail,MATTRESS FIRM HOLDING CORP,,,-4.606,1.831,,,,,,-0.353,4.051,43.501,-33.39,8.322,-9.403
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MAX & ERMAS RESTAURANTS,1.443,-0.411,1.056,-0.79,-0.429,0.723,-0.419,-0.027,,,,,,,
Consumer Discretionary,Media,Media,MCCLATCHY CO  -CL A,9.413,8.229,-13.526,-1.973,1.473,-1.805,16.529,6.235,-20.818,1.159,11.351,68.512,27.068,-32.277,140.05
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MCCORMICK & SCHMICKS SEAFOOD,,,0.917,-0.492,-2.002,4.254,5.848,-3.21,-2.915,4.195,-2.827,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MCDONALD'S CORP,2.2,-3.6,-87.7,162.4,887,2880.6,-2124.2,-146.8,82.1,-267.4,591,-51.3,0.4,462.6,-720.8
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MCRAE INDUSTRIES  -CL A,2.518,0.122,-1.519,0.37,-1.372,6.775,-0.777,0.782,4.579,-2.512,-1.362,0.326,2.6,-2.07,8.076
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,MDC HOLDINGS INC,-24.815,22.485,-7.658,144.623,234.585,-186.428,293.416,496.816,299.965,-70.476,-662.027,-228.864,-183.266,39.243,-45.513
