GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Consumer Discretionary,Retailing,Distributors,AMERICAN SPORTS DEV GROUP,,-0.04,-0.05,-0.02,,,,,,,,,,,,,,3
Consumer Discretionary,Retailing,Distributors,AMERICAN TIRE DISTRBTR HLDGS,,,,,,,,1.37,9.68,4.93,,,,,,,,3
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERICAN WAGERING INC,0.06,0.1,0.06,-0.08,-0.16,0.03,0.21,-0.11,-0.14,0.1,-0.42,-0.57,,,,,,12
Consumer Discretionary,Media,Media,AMERICANA DISTRIBUTION INC,-16.4,-20.8,-3.6,-1.6,-0.47,-0.01,0,,,,,,,,,,,7
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERIKING INC,-27.584,-65.25,,,,,,,,,,,,,,,,2
Consumer Discretionary,Retailing,Distributors,AMERISOURCE CORP-PRO FORMA,1.4,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMERISTAR CASINOS INC,-0.825,0.795,0.775,0.9,1.145,1.19,1.06,1.22,-2.28,-0.08,0.15,0.17,2.32,,,,,13
Consumer Discretionary,Automobiles & Components,Auto Components,AMERITYRE CORP,-0.23,-0.28,-0.19,-0.21,-0.26,-0.53,-0.26,-0.23,-0.18,-0.15,-0.05,-0.03,-0.04,-0.03,-0.03,-0.01,-0.01,17
Consumer Discretionary,Retailing,Specialty Retail,AMERN EAGLE OUTFITTERS INC,0.451,0.49,0.413,0.28,1.033,1.293,1.74,1.85,0.87,0.82,0.91,0.78,1.35,0.43,0.46,1.1,,16
Consumer Discretionary,Retailing,Multiline Retail,AMES DEPT STORES INC,-7.95,-27.65,,,,,,,,,,,,,,,,2
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",AMF BOWLING INC,-2.4,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ANCHOR GAMING,2.745,-3.14,,,,,,,,,,,,,,,,2
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ANGELCITI ENTERTAINMENT INC,0,-3.833,0,0,-0.25,-0.6,-0.01,-0.01,,,,,,,,,,8
Consumer Discretionary,Retailing,Specialty Retail,ANN INC,0.813,0.449,1.207,1.513,0.91,1.14,2.01,1.55,-5.82,-0.32,1.26,1.66,2.13,2.21,1.47,,,15
Consumer Discretionary,Retailing,Specialty Retail,ANNAS LINEN CO-REDH,,,,3.51,4.31,,,,,,,,,,,,,2
